Day,Month,Year,site_name,genus_species,PA,Zone,Observer
11,august,2023,Castle Peak,Parnassius clodius,3,1LowForest,MF
11,august,2023,Castle Peak,Polygonia zephyrus,1,1LowForest,MF
11,august,2023,Castle Peak,Plebejus icarioides,2,1LowForest,MF
11,august,2023,Castle Peak,Plebejus lupini,1,1LowForest,MF
11,august,2023,Castle Peak,Chlosyne hoffmanni,3,1LowForest,MF
11,august,2023,Castle Peak,Phyciodes campestris montana,3,1LowForest,MF
11,august,2023,Castle Peak,Vanessa annabella,1,1LowForest,MF
11,august,2023,Castle Peak,Plebejus saepiolus,1,1LowForest,MF
11,august,2023,Castle Peak,Lycaeides idas anna,3,1LowForest,MF
11,august,2023,Castle Peak,Nymphalis californica,1,1LowForest,MF
11,august,2023,Castle Peak,Chlosyne hoffmanni,3,2CastleAscent,MF
11,august,2023,Castle Peak,Vanessa cardui,2,2CastleAscent,MF
11,august,2023,Castle Peak,Speyeria egleis,2,2CastleAscent,MF
11,august,2023,Castle Peak,Nymphalis californica,1,2CastleAscent,MF
11,august,2023,Castle Peak,Plebejus icarioides,1,2CastleAscent,MF
11,august,2023,Castle Peak,Pontia occidentalis,1,2CastleAscent,MF
11,august,2023,Castle Peak,Satyrium fuliginosum fuliginosum,1,2CastleAscent,MF
11,august,2023,Castle Peak,Pyrgus communis,2,2CastleAscent,MF
11,august,2023,Castle Peak,Papilio zelicaon,3,3Ridge,MF
11,august,2023,Castle Peak,Satyrium fuliginosum fuliginosum,2,3Ridge,MF
11,august,2023,Castle Peak,Plebejus shasta,3,3Ridge,MF
11,august,2023,Castle Peak,Speyeria egleis,3,3Ridge,MF
11,august,2023,Castle Peak,Pyrgus communis,1,3Ridge,MF
11,august,2023,Castle Peak,Pontia occidentalis,3,3Ridge,MF
11,august,2023,Castle Peak,Nymphalis californica,1,3Ridge,MF
11,august,2023,Castle Peak,Papilio zelicaon,3,4BasinDescent,MF
11,august,2023,Castle Peak,Plebejus shasta,3,4BasinDescent,MF
11,august,2023,Castle Peak,Plebejus lupini,2,4BasinDescent,MF
11,august,2023,Castle Peak,Parnassius clodius,3,4BasinDescent,MF
11,august,2023,Castle Peak,Colias eurytheme,2,4BasinDescent,MF
11,august,2023,Castle Peak,Nymphalis californica,3,4BasinDescent,MF
11,august,2023,Castle Peak,Limenitis lorquini,1,4BasinDescent,MF
11,august,2023,Castle Peak,Pontia occidentalis,3,4BasinDescent,MF
11,august,2023,Castle Peak,Speyeria egleis,3,4BasinDescent,MF
11,august,2023,Castle Peak,Pyrgus communis,3,4BasinDescent,MF
11,august,2023,Castle Peak,Polygonia zephyrus,1,4BasinDescent,MF
11,august,2023,Castle Peak,Pyrgus ruralis,1,4BasinDescent,MF
11,august,2023,Castle Peak,Chlosyne hoffmanni,1,4BasinDescent,MF
11,august,2023,Castle Peak,Glaucopsyche lygdamus,2,5HighForest,MF
11,august,2023,Castle Peak,Parnassius clodius,3,5HighForest,MF
11,august,2023,Castle Peak,Nymphalis californica,2,5HighForest,MF
11,august,2023,Castle Peak,Plebejus icarioides,3,5HighForest,MF
11,august,2023,Castle Peak,Phyciodes campestris montana,2,5HighForest,MF
11,august,2023,Castle Peak,Anthocharis stella,3,5HighForest,MF
11,august,2023,Castle Peak,Pyrgus communis,3,5HighForest,MF
11,august,2023,Castle Peak,Chlosyne hoffmanni,3,5HighForest,MF
11,august,2023,Castle Peak,Thorybes mexicana nevada,1,5HighForest,MF
11,august,2023,Castle Peak,Speyeria egleis,3,5HighForest,MF
14,august,2023,Donner Pass,Phyciodes mylitta,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Lycaena editha,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Colias eurytheme,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Phyciodes campestris montana,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Pyrgus communis,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Lycaena arota arota,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Lycaena nivalis,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Lycaeides idas anna,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Satyrium sylvinus,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Parnassius clodius,2,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Papilio rutulus,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Speyeria egleis,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Adelpha bredowii californica,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Speyeria mormonia,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Speyeria atlantis irene,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Polygonia zephyrus,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Satyrium saepium,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Limenitis lorquini,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Pontia beckerii,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Plebejus saepiolus,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Junonia coenia,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Pontia occidentalis,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Nymphalis antiopa,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Papilio eurymedon,2,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Danaus plexippus,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Polites sonora,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Plebejus acmon,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Leptotes marina,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Nymphalis californica,2,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Polites sabuleti tecumseh,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Lycaena mariposa,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Lycaena cupreus,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Boloria epithore,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Plebejus icarioides,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Callophrys sheridanii lemberti,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Lycaena heteronea,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Chlosyne hoffmanni,2,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Pontia protodice,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Hemiargus isola,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Vanessa cardui,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Vanessa annabella,1,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Pieris rapae,2,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Plebejus saepiolus,3,1Tracks,MF_CH_CD
14,august,2023,Donner Pass,Colias eurytheme,1,2Meadow,MF_CH_CD
14,august,2023,Donner Pass,Polites sabuleti tecumseh,1,2Meadow,MF_CH_CD
14,august,2023,Donner Pass,Phyciodes campestris montana,1,2Meadow,MF_CH_CD
14,august,2023,Donner Pass,Speyeria egleis,1,2Meadow,MF_CH_CD
14,august,2023,Donner Pass,Lycaena editha,2,2Meadow,MF_CH_CD
14,august,2023,Donner Pass,Phyciodes campestris montana,1,3Bridge,MF_CH_CD
14,august,2023,Donner Pass,Nymphalis antiopa,1,3Bridge,MF_CH_CD
14,august,2023,Donner Pass,Plebejus acmon,1,3Bridge,MF_CH_CD
18,august,2023,Mt Rose,Nymphalis milberti,3,1Forest,CH
18,august,2023,Mt Rose,Vanessa cardui,3,1Forest,CH
18,august,2023,Mt Rose,Lycaena heteronea,3,1Forest,CH
18,august,2023,Mt Rose,Pontia occidentalis,2,1Forest,CH
18,august,2023,Mt Rose,Satyrium fuliginosum semiluna,3,1Forest,CH
18,august,2023,Mt Rose,Limenitis lorquini,1,1Forest,CH
18,august,2023,Mt Rose,Polites sonora,2,1Forest,CH
18,august,2023,Mt Rose,Plebejus icarioides,3,1Forest,CH
18,august,2023,Mt Rose,Speyeria egleis,3,1Forest,CH
18,august,2023,Mt Rose,Plebejus shasta,3,1Forest,CH
18,august,2023,Mt Rose,Chlosyne hoffmanni,1,1Forest,CH
18,august,2023,Mt Rose,Plebejus saepiolus,3,2Meadow,CH
18,august,2023,Mt Rose,Speyeria mormonia,3,2Meadow,CH
18,august,2023,Mt Rose,Agriades podarce,1,2Meadow,CH
18,august,2023,Mt Rose,Lycaeides hybrid,3,2Meadow,CH
18,august,2023,Mt Rose,Polites sabuleti tecumseh,1,2Meadow,CH
18,august,2023,Mt Rose,Pontia occidentalis,1,2Meadow,CH
18,august,2023,Mt Rose,Colias eurytheme,1,2Meadow,CH
18,august,2023,Mt Rose,Polygonia zephyrus,2,2Meadow,CH
18,august,2023,Mt Rose,Plebejus icarioides,1,3Ridge,CH
18,august,2023,Mt Rose,Thorybes mexicana nevada,2,3Ridge,CH
18,august,2023,Mt Rose,Speyeria egleis,2,3Ridge,CH
18,august,2023,Mt Rose,Pontia occidentalis,3,3Ridge,CH
19,august,2023,Sierra Valley,Ochlodes sylvanoides,3,1Road,CH_CC
19,august,2023,Sierra Valley,Pontia occidentalis,3,1Road,CH_CC
19,august,2023,Sierra Valley,Plebejus acmon,3,1Road,CH_CC
19,august,2023,Sierra Valley,Hesperia juba,2,1Road,CH_CC
19,august,2023,Sierra Valley,Pontia protodice,3,1Road,CH_CC
19,august,2023,Sierra Valley,Lycaeides melissa melissa,3,1Road,CH_CC
19,august,2023,Sierra Valley,Colias eurytheme,3,1Road,CH_CC
19,august,2023,Sierra Valley,Pieris rapae,3,1Road,CH_CC
19,august,2023,Sierra Valley,Phyciodes mylitta,3,1Road,CH_CC
19,august,2023,Sierra Valley,Coenonympha tullia ampelos,3,1Road,CH_CC
19,august,2023,Sierra Valley,Lycaena helloides,2,1Road,CH_CC
19,august,2023,Sierra Valley,Satyrium saepium,1,1Road,CH_CC
19,august,2023,Sierra Valley,Cercyonis pegala boopis,1,1Road,CH_CC
19,august,2023,Sierra Valley,NA,NA,2Lava,CH_CC
19,august,2023,Lang Crossing,Ochlodes sylvanoides,3,1Meadow,CH
19,august,2023,Lang Crossing,Pieris rapae,1,1Meadow,CH
19,august,2023,Lang Crossing,Lycaena editha,2,1Meadow,CH
19,august,2023,Lang Crossing,Phyciodes mylitta,3,1Meadow,CH
19,august,2023,Lang Crossing,Colias eurytheme,2,1Meadow,CH
19,august,2023,Lang Crossing,Plebejus acmon,2,1Meadow,CH
19,august,2023,Lang Crossing,Vanessa virginiensis,1,1Meadow,CH
19,august,2023,Lang Crossing,Speyeria hydaspe,3,1Meadow,CH
19,august,2023,Lang Crossing,Neophasia menapia,1,1Meadow,CH
19,august,2023,Lang Crossing,Cercyonis sthenele silvestris,2,2Forest,CH
19,august,2023,Lang Crossing,Danaus plexippus,1,2Forest,CH
19,august,2023,Lang Crossing,Cercyonis sthenele silvestris,1,3Chap,CH
23,august,2023,Castle Peak,Lycaena nivalis,3,1LowForest,CH
23,august,2023,Castle Peak,Speyeria egleis,3,1LowForest,CH
23,august,2023,Castle Peak,Pyrgus communis,3,1LowForest,CH
23,august,2023,Castle Peak,Phyciodes campestris montana,3,1LowForest,CH
23,august,2023,Castle Peak,Boloria epithore,1,1LowForest,CH
23,august,2023,Castle Peak,Lycaeides idas anna,3,1LowForest,CH
23,august,2023,Castle Peak,Plebejus saepiolus,2,1LowForest,CH
23,august,2023,Castle Peak,Agriades podarce,2,1LowForest,CH
23,august,2023,Castle Peak,Speyeria egleis,3,2CastleAscent,CH
23,august,2023,Castle Peak,Chlosyne hoffmanni,3,2CastleAscent,CH
23,august,2023,Castle Peak,Plebejus shasta,1,2CastleAscent,CH
23,august,2023,Castle Peak,Plebejus icarioides,1,2CastleAscent,CH
23,august,2023,Castle Peak,Pontia occidentalis,3,3Ridge,CH
23,august,2023,Castle Peak,Papilio zelicaon,3,3Ridge,CH
23,august,2023,Castle Peak,Speyeria egleis,3,3Ridge,CH
23,august,2023,Castle Peak,Plebejus acmon,2,4BasinDescent,CH
23,august,2023,Castle Peak,Lycaeides idas anna,1,4BasinDescent,CH
23,august,2023,Castle Peak,Nymphalis californica,1,4BasinDescent,CH
23,august,2023,Castle Peak,Pyrgus communis,3,4BasinDescent,CH
23,august,2023,Castle Peak,Pontia occidentalis,2,4BasinDescent,CH
23,august,2023,Castle Peak,Plebejus icarioides,3,4BasinDescent,CH
23,august,2023,Castle Peak,Vanessa cardui,1,4BasinDescent,CH
23,august,2023,Castle Peak,Vanessa cardui,1,5HighForest,CH
23,august,2023,Castle Peak,Chlosyne hoffmanni,2,5HighForest,CH
23,august,2023,Castle Peak,Papilio zelicaon,2,5HighForest,CH
23,august,2023,Castle Peak,Pyrgus communis,3,5HighForest,CH
23,august,2023,Castle Peak,Lycaeides idas anna,1,5HighForest,CH
23,august,2023,Castle Peak,Limenitis lorquini,1,5HighForest,CH
23,august,2023,Castle Peak,Parnassius clodius,3,5HighForest,CH
23,august,2023,Castle Peak,Colias eurytheme,1,5HighForest,CH
24,august,2023,Donner Pass,Phyciodes campestris montana,3,1Tracks,CH
24,august,2023,Donner Pass,Lycaena editha,3,1Tracks,CH
24,august,2023,Donner Pass,Vanessa annabella,2,1Tracks,CH
24,august,2023,Donner Pass,Speyeria egleis,3,1Tracks,CH
24,august,2023,Donner Pass,Satyrium sylvinus,3,1Tracks,CH
24,august,2023,Donner Pass,Lycaena arota arota,2,1Tracks,CH
24,august,2023,Donner Pass,Lycaeides idas anna,3,1Tracks,CH
24,august,2023,Donner Pass,Nymphalis antiopa,3,1Tracks,CH
24,august,2023,Donner Pass,Colias eurytheme,3,1Tracks,CH
24,august,2023,Donner Pass,Vanessa cardui,1,1Tracks,CH
24,august,2023,Donner Pass,Speyeria atlantis irene,3,1Tracks,CH
24,august,2023,Donner Pass,Lycaena mariposa,1,1Tracks,CH
24,august,2023,Donner Pass,Speyeria mormonia,2,1Tracks,CH
24,august,2023,Donner Pass,Neophasia menapia,3,1Tracks,CH
24,august,2023,Donner Pass,Plebejus acmon,3,1Tracks,CH
24,august,2023,Donner Pass,Satyrium saepium,3,1Tracks,CH
24,august,2023,Donner Pass,Pontia occidentalis,3,1Tracks,CH
24,august,2023,Donner Pass,Lycaena nivalis,1,1Tracks,CH
24,august,2023,Donner Pass,Limenitis lorquini,2,1Tracks,CH
24,august,2023,Donner Pass,Lycaena heteronea,1,1Tracks,CH
24,august,2023,Donner Pass,Pontia protodice,2,1Tracks,CH
24,august,2023,Donner Pass,Nymphalis californica,2,1Tracks,CH
24,august,2023,Donner Pass,Pyrgus communis,3,1Tracks,CH
24,august,2023,Donner Pass,Colias eurytheme,3,2Meadow,CH
24,august,2023,Donner Pass,Phyciodes campestris montana,2,2Meadow,CH
24,august,2023,Donner Pass,Plebejus saepiolus,1,2Meadow,CH
24,august,2023,Donner Pass,Speyeria mormonia,1,2Meadow,CH
24,august,2023,Donner Pass,Satyrium sylvinus,3,2Meadow,CH
24,august,2023,Donner Pass,Lycaena editha,1,2Meadow,CH
24,august,2023,Donner Pass,NA,NA,3Bridge,CH
25,august,2023,Washington,Plebejus acmon,2,2Serp,MF_JF
25,august,2023,Washington,Hesperia colorado ssp.,3,2Serp,MF_JF
25,august,2023,Washington,Adelpha bredowii californica,1,2Serp,MF_JF
25,august,2023,Washington,Strymon melinus,1,2Serp,MF_JF
25,august,2023,Washington,Ochlodes sylvanoides,2,2Serp,MF_JF
25,august,2023,Washington,Adelpha bredowii californica,3,1Valley,MF_JF
25,august,2023,Washington,Phyciodes mylitta,3,1Valley,MF_JF
25,august,2023,Washington,Ochlodes sylvanoides,3,1Valley,MF_JF
25,august,2023,Washington,Strymon melinus,1,1Valley,MF_JF
25,august,2023,Washington,Plebejus acmon,1,1Valley,MF_JF
25,august,2023,Washington,Habrodais grunus,1,1Valley,MF_JF
25,august,2023,Washington,Cercyonis sthenele silvestris,1,1Valley,MF_JF
25,august,2023,Washington,Papilio rutulus,3,1Valley,MF_JF
29,august,2023,Mt Rose,Polygonia zephyrus,3,1Forest,MF
29,august,2023,Mt Rose,Plebejus shasta,3,1Forest,MF
29,august,2023,Mt Rose,Satyrium fuliginosum semiluna,2,1Forest,MF
29,august,2023,Mt Rose,Speyeria egleis,3,1Forest,MF
29,august,2023,Mt Rose,Vanessa cardui,3,1Forest,MF
29,august,2023,Mt Rose,Pontia occidentalis,1,1Forest,MF
29,august,2023,Mt Rose,Plebejus lupini,1,1Forest,MF
29,august,2023,Mt Rose,Nymphalis californica,1,1Forest,MF
29,august,2023,Mt Rose,Plebejus icarioides,1,1Forest,MF
29,august,2023,Mt Rose,Agriades podarce,3,2Meadow,MF
29,august,2023,Mt Rose,Speyeria mormonia,3,2Meadow,MF
29,august,2023,Mt Rose,Plebejus saepiolus,3,2Meadow,MF
29,august,2023,Mt Rose,Plebejus lupini,1,2Meadow,MF
29,august,2023,Mt Rose,Plebejus shasta,1,2Meadow,MF
29,august,2023,Mt Rose,Pontia occidentalis,1,2Meadow,MF
29,august,2023,Mt Rose,Nymphalis antiopa,1,2Meadow,MF
29,august,2023,Mt Rose,Satyrium fuliginosum semiluna,2,3Alpine,MF
29,august,2023,Mt Rose,Lycaeides hybrid,3,3Alpine,MF
29,august,2023,Mt Rose,Plebejus shasta,1,3Alpine,MF
29,august,2023,Mt Rose,Pontia occidentalis,1,3Alpine,MF
4,september,2023,Sierra Valley,Coenonympha tullia ampelos,1,2Lava,MF
4,september,2023,Sierra Valley,Pyrgus communis,1,1Road,MF
4,september,2023,Sierra Valley,Pontia beckerii,1,1Road,MF
4,september,2023,Sierra Valley,Lycaeides melissa melissa,3,1Road,MF
4,september,2023,Sierra Valley,Strymon melinus,1,1Road,MF
4,september,2023,Sierra Valley,Ochlodes sylvanoides,3,1Road,MF
4,september,2023,Sierra Valley,Plebejus acmon,3,1Road,MF
4,september,2023,Sierra Valley,Polites sabuleti tecumseh,3,1Road,MF
4,september,2023,Sierra Valley,Lycaena helloides,3,1Road,MF
4,september,2023,Sierra Valley,Coenonympha tullia ampelos,3,1Road,MF
4,september,2023,Sierra Valley,Colias eurytheme,3,1Road,MF
4,september,2023,Sierra Valley,Vanessa virginiensis,1,1Road,MF
4,september,2023,Sierra Valley,Pieris rapae,3,1Road,MF
4,september,2023,Sierra Valley,Phyciodes mylitta,3,1Road,MF
4,september,2023,Sierra Valley,Vanessa cardui,2,1Road,MF
4,september,2023,Sierra Valley,Hesperia juba,1,1Road,MF
4,september,2023,Sierra Valley,Speyeria coronis,2,1Road,MF
4,september,2023,Lang Crossing,Pontia protodice,1,1Meadow,CH_CD
4,september,2023,Lang Crossing,Ochlodes sylvanoides,3,1Meadow,CH_CD
4,september,2023,Lang Crossing,Colias eurytheme,1,1Meadow,CH_CD
4,september,2023,Lang Crossing,Plebejus acmon,3,1Meadow,CH_CD
4,september,2023,Lang Crossing,Lycaena helloides,1,1Meadow,CH_CD
4,september,2023,Lang Crossing,Phyciodes mylitta,3,1Meadow,CH_CD
4,september,2023,Lang Crossing,Phyciodes campestris montana,1,1Meadow,CH_CD
4,september,2023,Lang Crossing,Lycaena editha,2,1Meadow,CH_CD
4,september,2023,Lang Crossing,Adelpha bredowii californica,1,2Forest,CH_CD
4,september,2023,Lang Crossing,Ochlodes sylvanoides,3,2Forest,CH_CD
4,september,2023,Lang Crossing,Cercyonis sthenele silvestris,2,2Forest,CH_CD
4,september,2023,Lang Crossing,Lycaena arota arota,2,2Forest,CH_CD
4,september,2023,Lang Crossing,Strymon melinus,2,3Chap,CH_CD
4,september,2023,Lang Crossing,Adelpha bredowii californica,1,3Chap,CH_CD
4,september,2023,Lang Crossing,Cercyonis sthenele silvestris,1,3Chap,CH_CD
4,september,2023,Lang Crossing,Habrodais grunus,2,3Chap,CH_CD
4,september,2023,Lang Crossing,Apodemia mormo,1,3Chap,CH_CD
4,september,2023,Lang Crossing,Colias eurytheme,1,3Chap,CH_CD
5,september,2023,Castle Peak,Phyciodes campestris montana,1,1LowForest,MF
5,september,2023,Castle Peak,Speyeria egleis,3,1LowForest,MF
5,september,2023,Castle Peak,Chlosyne hoffmanni,1,1LowForest,MF
5,september,2023,Castle Peak,Speyeria mormonia,3,1LowForest,MF
5,september,2023,Castle Peak,Colias eurytheme,1,1LowForest,MF
5,september,2023,Castle Peak,Vanessa annabella,1,1LowForest,MF
5,september,2023,Castle Peak,Lycaena nivalis,1,1LowForest,MF
5,september,2023,Castle Peak,Lycaeides idas anna,1,1LowForest,MF
5,september,2023,Castle Peak,Polites sonora,2,1LowForest,MF
5,september,2023,Castle Peak,Speyeria egleis,1,2CastleAscent,MF
5,september,2023,Castle Peak,Speyeria egleis,3,3Ridge,MF
5,september,2023,Castle Peak,Lycaena nivalis,1,3Ridge,MF
5,september,2023,Castle Peak,Plebejus shasta,1,3Ridge,MF
5,september,2023,Castle Peak,Pontia occidentalis,3,3Ridge,MF
5,september,2023,Castle Peak,Papilio zelicaon,3,3Ridge,MF
5,september,2023,Castle Peak,Danaus plexippus,1,4BasinDescent,MF
5,september,2023,Castle Peak,Colias eurytheme,1,4BasinDescent,MF
5,september,2023,Castle Peak,Vanessa annabella,1,4BasinDescent,MF
5,september,2023,Castle Peak,Vanessa cardui,3,4BasinDescent,MF
5,september,2023,Castle Peak,Colias eurytheme,1,5HighForest,MF
5,september,2023,Castle Peak,Parnassius clodius,1,5HighForest,MF
5,september,2023,Castle Peak,Phyciodes campestris montana,1,5HighForest,MF
6,september,2023,Donner Pass,Lycaena editha,3,1Tracks,CD_CH
6,september,2023,Donner Pass,Phyciodes mylitta,3,1Tracks,CD_CH
6,september,2023,Donner Pass,Neophasia menapia,2,1Tracks,CD_CH
6,september,2023,Donner Pass,Colias eurytheme,3,1Tracks,CD_CH
6,september,2023,Donner Pass,Plebejus acmon,3,1Tracks,CD_CH
6,september,2023,Donner Pass,Hesperia juba,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Nymphalis antiopa,3,1Tracks,CD_CH
6,september,2023,Donner Pass,Speyeria atlantis irene,3,1Tracks,CD_CH
6,september,2023,Donner Pass,Polygonia zephyrus,2,1Tracks,CD_CH
6,september,2023,Donner Pass,Vanessa annabella,2,1Tracks,CD_CH
6,september,2023,Donner Pass,Pieris rapae,2,1Tracks,CD_CH
6,september,2023,Donner Pass,Plebejus icarioides,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Lycaena mariposa,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Satyrium sylvinus,3,1Tracks,CD_CH
6,september,2023,Donner Pass,Satyrium saepium,3,1Tracks,CD_CH
6,september,2023,Donner Pass,Speyeria mormonia,2,1Tracks,CD_CH
6,september,2023,Donner Pass,Pontia protodice,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Strymon melinus,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Satyrium californica,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Lycaena nivalis,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Lycaena arota arota,2,1Tracks,CD_CH
6,september,2023,Donner Pass,Papilio rutulus,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Pontia occidentalis,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Speyeria egleis,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Hemiargus isola,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Leptotes marina,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Ochlodes sylvanoides,2,1Tracks,CD_CH
6,september,2023,Donner Pass,Lycaena editha,2,2Meadow,CD_CH
6,september,2023,Donner Pass,Colias eurytheme,3,2Meadow,CD_CH
6,september,2023,Donner Pass,Speyeria mormonia,2,2Meadow,CD_CH
6,september,2023,Donner Pass,Phyciodes campestris montana,1,1Tracks,CD_CH
6,september,2023,Donner Pass,Phyciodes campestris montana,1,2Meadow,CD_CH
10,september,2023,Washington,Ochlodes sylvanoides,3,2Serp,MF
10,september,2023,Washington,Pyrgus communis,1,2Serp,MF
10,september,2023,Washington,Phyciodes mylitta,1,2Serp,MF
10,september,2023,Washington,Hesperia colorado ssp.,3,2Serp,MF
10,september,2023,Washington,Adelpha bredowii californica,2,2Serp,MF
10,september,2023,Washington,Cercyonis sthenele silvestris,1,2Serp,MF
10,september,2023,Washington,Strymon melinus,1,2Serp,MF
10,september,2023,Washington,Adelpha bredowii californica,3,1Valley,MF
10,september,2023,Washington,Ochlodes sylvanoides,3,1Valley,MF
10,september,2023,Washington,Phyciodes mylitta,2,1Valley,MF
10,september,2023,Washington,Pieris rapae,1,1Valley,MF
13,september,2023,Mt Rose,Polygonia zephyrus,3,1Forest,MF
13,september,2023,Mt Rose,Nymphalis milberti,3,1Forest,MF
13,september,2023,Mt Rose,Vanessa annabella,2,1Forest,MF
13,september,2023,Mt Rose,Satyrium fuliginosum semiluna,3,1Forest,MF
13,september,2023,Mt Rose,Speyeria egleis,3,1Forest,MF
13,september,2023,Mt Rose,Colias eurytheme,3,1Forest,MF
13,september,2023,Mt Rose,Pontia occidentalis,3,1Forest,MF
13,september,2023,Mt Rose,Plebejus shasta,3,1Forest,MF
13,september,2023,Mt Rose,Speyeria mormonia,3,2Meadow,MF
13,september,2023,Mt Rose,Polites sonora,1,2Meadow,MF
13,september,2023,Mt Rose,Pontia occidentalis,1,2Meadow,MF
13,september,2023,Mt Rose,Lycaena heteronea,1,3Alpine,MF
18,september,2023,Donner Pass,Colias eurytheme,3,1Tracks,CH
18,september,2023,Donner Pass,Nymphalis antiopa,3,1Tracks,CH
18,september,2023,Donner Pass,Speyeria egleis,1,1Tracks,CH
18,september,2023,Donner Pass,Polygonia zephyrus,3,1Tracks,CH
18,september,2023,Donner Pass,Phyciodes mylitta,3,1Tracks,CH
18,september,2023,Donner Pass,Phyciodes campestris montana,1,1Tracks,CH
18,september,2023,Donner Pass,Pontia occidentalis,1,1Tracks,CH
18,september,2023,Donner Pass,Plebejus acmon,3,1Tracks,CH
18,september,2023,Donner Pass,Lycaena editha,1,1Tracks,CH
18,september,2023,Donner Pass,Neophasia menapia,3,1Tracks,CH
18,september,2023,Donner Pass,Limenitis lorquini,3,1Tracks,CH
18,september,2023,Donner Pass,Danaus plexippus,2,1Tracks,CH
18,september,2023,Donner Pass,Lycaena nivalis,2,1Tracks,CH
18,september,2023,Donner Pass,Nymphalis californica,1,1Tracks,CH
18,september,2023,Donner Pass,Hemiargus isola,1,1Tracks,CH
18,september,2023,Donner Pass,Lycaeides idas anna,1,1Tracks,CH
18,september,2023,Donner Pass,Vanessa annabella,3,1Tracks,CH
18,september,2023,Donner Pass,Ochlodes sylvanoides,1,1Tracks,CH
18,september,2023,Donner Pass,Lycaena arota arota,1,1Tracks,CH
18,september,2023,Donner Pass,Strymon melinus,1,1Tracks,CH
18,september,2023,Donner Pass,Speyeria mormonia,1,2Meadow,CH
18,september,2023,Donner Pass,Colias eurytheme,3,2Meadow,CH
18,september,2023,Donner Pass,Vanessa annabella,1,2Meadow,CH
18,september,2023,Donner Pass,NA,NA,3Bridge,CH
18,september,2023,Lang Crossing,Plebejus acmon,3,1Meadow,CD
18,september,2023,Lang Crossing,Pyrgus communis,2,1Meadow,CD
18,september,2023,Lang Crossing,Ochlodes sylvanoides,3,1Meadow,CD
18,september,2023,Lang Crossing,Speyeria hydaspe,1,1Meadow,CD
18,september,2023,Lang Crossing,Lycaena helloides,1,1Meadow,CD
18,september,2023,Lang Crossing,Colias eurytheme,1,1Meadow,CD
18,september,2023,Lang Crossing,Adelpha bredowii californica,3,2Forest,CD
